asset_id,asset_name,asset_token_id,asset_contract_date,asset_contract_address,chain_identifier,asset_contract_type,owner,schema_name,symbol,external_link,asset_url,asset_img_url,animation_url,asset_img_org_url,animation_org_url,collection_slug,collection_name,collection_url,collection_created_date,featured,featured_image_url,safelist_request_status,is_nsfw,hidden,seller_fee,token_metadata,collection_discord_url,event_id,event_time,event_contract_address,Unnamed: 0
272408642,Duck #2390,2390,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/2390,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/2390,https://discord.gg/noncoducks,4614687186,2022-04-01T00:00:26.240294,0x7f268357a8c2552623316e2562d90e642bb538e5,
273572335,Duck #3197,3197,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/3197,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/3197,https://discord.gg/noncoducks,3391137324,2022-02-11T04:59:15.121468,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,
297999607,Duck #7394,7394,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/7394,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/7394,https://discord.gg/noncoducks,3550035837,2022-02-19T06:57:56.380619,0x7f268357a8c2552623316e2562d90e642bb538e5,
291114272,Duck #6001,6001,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/6001,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/6001,https://discord.gg/noncoducks,3642562832,2022-02-23T18:58:27.494789,0x7f268357a8c2552623316e2562d90e642bb538e5,
305791933,Duck #9893,9893,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/9893,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/9893,https://discord.gg/noncoducks,9768062416,2023-02-05T06:58:01.984663,0x00000000006c3852cbef3e08e8df289169ede581,
297842186,Duck #7307,7307,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/7307,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/7307,https://discord.gg/noncoducks,9327085866,2023-01-16T08:58:38.837869,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,50336.0
272358628,Duck #1180,1180,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/1180,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/1180,https://discord.gg/noncoducks,4610358224,2022-03-31T19:59:26.327786,0x7f268357a8c2552623316e2562d90e642bb538e5,
287727281.0,Duck #5441,5441,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/5441,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/5441,https://discord.gg/noncoducks,8316578502.0,2022-11-10T14:21:28.992079,0x00000000006c3852cbef3e08e8df289169ede581,
293806639,Duck #6520,6520,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/6520,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/6520,https://discord.gg/noncoducks,8232809624,2022-11-04T00:55:26.261881,0x00000000006c3852cbef3e08e8df289169ede581,
286519487,Duck #5265,5265,2021-11-25T04:28:45.136535,0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a,ethereum,non-fungible,77615792.0,ERC721,SCD,,https://opensea.io/assets/ethereum/0x7b7dad77e4090160f9cb6ba57a5a774c12d4c28a/5265,https://i.seadn.io/s/raw/files/45e4792ddb5f98307abedaca2a279fef.png?w=500&auto=format,,https://hell.nonconformistducks.com/images/grave-torture.png,,nonconformisthellducks,Nonconformist Hell Ducks,https://opensea.io/collection/nonconformisthellducks,2021-11-25T05:02:34.786438+00:00,False,https://i.seadn.io/gae/Lf0shAAbKGco-BD1Ss6pxIN1inAwzpppXgRpDCE-RQCYE2KpA_QMg3gp28dFVMaQ0Urtlo4bL968hY2HJO-qeq30JhLa5t_cxdByzi8?w=500&auto=format,verified,False,False,{'0xf152fcbe56a91d3bf0ed3497913bacae9c62800d': 800},https://hell.nonconformistducks.com/metadata/5265,https://discord.gg/noncoducks,8873474099,2022-12-20T20:59:37.641630,0x00000000006c3852cbef3e08e8df289169ede581,
